01/02/1986,168.425,169.011,167.554,167.717,1630,884
01/03/1986,169.406,170.156,169.270,169.979,1069,1172
01/06/1986,170.088,170.156,168.998,169.107,1834,1418
01/07/1986,168.453,169.134,168.248,168.780,2389,1525
01/08/1986,168.752,170.428,168.752,170.197,1744,1612
01/09/1986,170.088,170.782,167.363,167.908,2312,1785
01/10/1986,169.066,170.156,168.385,169.652,1386,1624
01/13/1986,170.428,171.137,169.570,170.142,1296,1741
01/14/1986,170.360,170.701,169.856,170.537,634,1786
01/15/1986,170.292,170.292,169.406,169.611,1599,2522
01/16/1986,169.270,170.265,169.229,170.060,531,2608
01/17/1986,170.047,170.224,169.474,170.197,681,2642
01/20/1986,170.496,170.823,169.815,170.060,447,2603
01/21/1986,169.951,170.455,169.543,170.088,376,2665
01/22/1986,170.428,170.632,169.066,170.292,593,2807
01/23/1986,170.019,170.265,169.747,169.761,816,2596
01/24/1986,168.385,168.657,167.445,167.731,1848,2462
01/27/1986,167.431,167.567,166.981,167.159,996,2396
01/28/1986,166.886,167.417,166.545,166.763,298,2363
01/29/1986,166.314,166.682,166.137,166.518,306,2402
01/30/1986,166.559,166.559,165.387,165.524,398,2411
01/31/1986,166.069,166.614,165.796,166.082,1002,2288
02/03/1986,166.341,167.227,166.273,166.682,466,2294
02/04/1986,168.112,168.316,167.308,167.676,713,2277
02/05/1986,167.295,167.295,165.674,165.864,1318,2852
02/06/1986,165.674,167.022,165.278,166.477,771,3008
02/07/1986,166.205,167.227,166.137,166.368,445,2977
02/10/1986,165.210,165.333,164.325,164.584,808,3157
02/11/1986,164.502,164.774,164.039,164.407,583,3141
02/12/1986,163.412,164.216,163.398,163.753,1406,3262
02/13/1986,163.889,164.161,162.322,162.567,577,3239
02/14/1986,162.867,162.935,161.818,161.873,470,3299
02/18/1986,162.390,162.458,160.824,160.905,778,3304
02/19/1986,160.074,161.028,157.936,159.802,1583,3361
02/20/1986,159.529,160.633,159.189,159.666,1555,3169
02/21/1986,161.028,161.164,159.529,159.598,939,2807
02/24/1986,158.916,159.802,158.099,158.303,1496,2112
02/25/1986,157.009,158.031,156.532,157.554,959,2181
02/26/1986,157.145,157.758,155.851,156.519,796,2086
02/27/1986,154.829,157.213,154.598,155.783,794,1927
02/28/1986,156.205,157.213,155.511,156.873,767,2099
03/03/1986,156.750,156.873,155.579,155.606,1318,2359
03/04/1986,155.715,155.783,154.829,154.952,617,2287
03/05/1986,156.233,159.053,156.233,158.167,1541,2939
03/06/1986,157.418,157.895,156.791,157.036,1139,3306
03/07/1986,157.213,157.350,155.987,156.764,702,3328
03/10/1986,158.358,159.309,157.950,158.317,1194,3614
03/11/1986,158.358,158.426,157.569,157.746,964,3314
03/12/1986,157.882,159.105,157.814,158.453,533,3182
03/13/1986,159.105,159.989,158.766,159.622,335,3130
03/14/1986,157.134,157.882,156.998,157.542,631,3108
03/17/1986,156.863,157.134,156.319,156.795,928,3134
03/18/1986,156.523,157.134,156.006,156.278,1382,3894
03/19/1986,157.134,157.542,156.727,157.162,361,3853
03/20/1986,156.659,156.930,156.115,156.156,909,4262
03/21/1986,156.183,156.319,155.340,155.870,413,4247
03/24/1986,159.037,159.581,158.086,159.568,939,4231
03/25/1986,160.125,161.824,160.125,161.239,675,4490
03/26/1986,161.620,162.368,160.669,161.348,280,4478
03/27/1986,160.125,160.940,159.921,160.696,744,5026
03/31/1986,161.892,162.436,160.465,160.505,331,4883
04/01/1986,160.533,161.348,159.921,160.900,537,5137
04/02/1986,162.028,162.640,161.892,162.096,227,5059
04/03/1986,162.680,164.203,162.572,163.632,348,4962
04/04/1986,164.135,164.882,163.863,164.610,303,4943
04/07/1986,165.018,165.426,163.809,164.067,699,4748
04/08/1986,161.484,162.001,161.144,161.144,613,4934
04/09/1986,161.144,161.756,160.737,161.552,1130,5480
04/10/1986,161.280,161.498,158.901,159.214,967,5402
04/11/1986,159.241,160.125,158.956,159.921,1653,4959
04/14/1986,160.397,160.601,159.717,159.975,731,5205
04/15/1986,160.465,160.601,159.445,160.084,487,5135
